,content,title
507,"The said law makes it an offence for kidnapped victims or their relatives to pay ransom to their abductors.The Senate claimed that the law will “prevent terrorist groups from laundering money.”Before its passage, the bill received an overwhelming support from the senators. The Senate President, Ahmad Lawan believes that the new law can “turn around not only the security situation in Nigeria, but even the economic fortunes of our country.” But Nigerians – activists, the Nigerian Bar Association (NBA), socio-cultural organisations, among others – have continued to see things differently.Perspectives to the law  Providing an insight, a lawyer, Dennis Azeke, noted that “by the time you keep throwing money at kidnappers, the ill will continue to blossom. It becomes a bigger industry for the criminals. Worldwide, responsible countries have known this. So, some have legislated on it.“The US has the executive order discouraging payment of ransom.“But the government still uses its agencies like the FBI to find a way to negotiate with terrorists and meet their demands – especially when they cannot find a way to rescue their kidnapped citizens, whether they are held by kidnappers for money or for political reasons. “But in our case, the idea is to make payment of ransom non-lucrative for the kidnappers.“But practically, is it workable in the Nigerian set up? The question again is do we have the instrumentality to enforce the law we are talking about? The answer is no.“For those in government, when their top persons are kidnapped, they still use third parties to pay ransom.”Spirit and morality of lawMeanwhile, Azeke and Yusufu Alli (SAN) have been reflecting on the morality or otherwise of the law.According to Azeke, “the idea of the law is that kidnapping is illegal and not permissible.“Therefore, we cannot be talking about morality here.”He admitted that law and morality can meet and can also diverge. “But what is moral, might be legal, and what is legal might not be moral.”In his contention, Mr Alli noted that “there is nothing moral or immoral about the amended law.” To him, “it is simply a law.”He, however, expressed concern that the Senate had enacted a law that is non-implementable, cautioning that it is against the spirit of the law to have legislation “that will be hard to implement.”To buttress his point, he asked: “If someone is kidnapped, how do you monitor that ransom has been paid before the individual is released?”Azeke equally shared Alli’s view by declaring: “Yes, the law is good. But is it implementable; does it make any impact? The answer is no – because we have weak institutions, weak security agencies, weak judiciary agency – to enforce such a law.”He also raised other fears. “Now, when those who are to arrest the bandits – as we are hearing recently – are part of the terrorists helping them to push the kidnapping agenda, what faith do we have in those we are relying on to help push this law?”But Is this really what Nigerians want",
508,"Mr Pantami has a proven record of having links to terrorism and a strong sympathiser of Islamic extremists.           President Muhammadu Buhari has directed the Minister of Communications and Digital Economy, Isa Pantanmi, to tackle ‘provocative’ media posts in the aftermath of the gruesome murder of Deborah Samuel by Muslim fanatics.Presidential spokesperson, Garba Shehu, announced in a statement that Mr Buhari also directed the Ministries of Information and Culture and Police Affairs to “work with GSM providers and Tech companies to help contain the spread of false and inflammatory information through social media.” Although Mr Buhari was not specific as to what would be deemed provocative, Mr Pantami, with proven links to terrorism and Islamic extremism is expected to work with the police, telecommunication providers and technology companies to tackle social media posts. In April 2021, Mr Pantami was exposed as an Islamic fundamentalist who espoused violent killing of Christians.He was also revealed to be the mastermind of a plot to murder a Christian governor of Kaduna state, Patrick Yakowa, who later died in an helicopter crash. Mr Buhari has also received his share of criticism, arising from his refusal to fire the terror-linked Mr Pantanmi, giving attention to theories of his regime habouring an Islamization agenda for Nigeria.https://gazettengr.com/deborah-buhari-asks-pantami-to-crack-down-on-provocative-social-media-posts/?fbclid=IwAR3EU1jwf6dxyHrMYGJ8YgoDW-2g1geP_IvmsbMPERJmxA0GS-0SGZiPKfkCc mynd44",Deborah: Buhari Asks Pantami To Crack Down On Provocative Social Media Posts
509,"Deepening Democracy, No Anointed Aspirant in Niger State: The Exemplary Way of Abubakar Sani Bello.By Abdullberqy U Ebbo As the whole nation goes agog ahead of the 2023 general elections, political stakeholders are looking to secure their foot in new administrations by forging alliances. While these are all of different ideologies and diverse identities, they all have a thing in common: none of them wants to support a losing side.But there is no knowing what side is the winning one. But there are indicators. For example, one can guess considering where the support of the Governor of the ruling party lies. In niger state however, it’s a futile effort trying to guess where the Governor belongs because, in truth, he belongs to everybody and belongs to nobody. In a number of states across the country many Governors have anointed their chosen candidates, and all party members have been advised to work for the emergence of the chosen one in the primary and general elections.In Niger State, however, Governor Abu Sani Bello has refused to disrupt the level playing ground by anointing anybody, this is unprecedented in the history of our democracy, the Governor has remained neutral insisting that the will of the people must be allowed to excel. He maintained that, Nigerlites must be allowed to choose for themselves and the process of ensuring that cannot and should not be disrupted. Governor Abu Sani Bello will not impose anyone on the people of Niger state. A move that’s earning him love from political analysts and indeed Nigerlites. For Governor Bello, this has been a consistent behavior since he appeared in the political scene. His Excellency has never frustrated the democratic process by denying actors a level playing field nor the people their preferred choice. If anyone followed past elections in niger state under the supervision of Governor Abu Sani Bello, he or she should know the Governor is not in the business of imposing anyone on people. The last local government council elections clearly demonstrated that, no single Council Chairman or Councillor was anointed by the Governor. His choice is always the peoples’ choice. There are examples too many to mention where the Governor has maintained neutrality to ensure a level playing field. And as we are ready to go into the primaries, it appears Governor Abu Sani Bello would stay true to his resolve and further deepen the democratic process of the APC in Niger State by setting a beautiful example of how a leader should be.Cc: Lalasticlala, mynd44","Deepening Democracy, No Anointed Aspirant In Niger State:"
510,"You were living a quiet lifeYou were contented with what you had.You had your own life,customs and beliefsYou lived at peace with your neighborsYou were meek,friendly and kind to strangers.You had your own chief,rulers and order of things.Then one day,an Arabian man rode on a horse back and came to your place,killed your chiefs,raped your women,forced you to abandon your way of life and became your rulers(emirs). From what he thought you,your neighbors that you once lived at peace with became your enemies which you are ready to kill at the slightly provocation. From what he thought you we have a terrorist group ravaging the whole north and threatening to expand to the South.Today you are encouraged to breed children and abandon them in the streets while their own(your teachers) children go to the best schools and occupy the best government offices.When will the real hausas free themselves from mental slavery?Are they not renegades among the Hausa's of today? Who among them can challenge the stausquo? Who among them can take back their land,their chiefdom and encourage their people to seek enlightenment thought science and technology?Now that you killed a young girl(your sister)who insult the prophet of the Arabians have you seen Allah rejoicing in the heavens?Once again what happened to the real Hausas?",What Really Happened To Hausa People?
511,"My Life At Risk For Sharing Same Detention Facility With IPOB Members, Terrorists – Disgraced ‘Super Cop’, KyariKyari disclosed this through his lawyer, Nureini Jimoh, while asking the Federal High Court in Abuja to review his bail application initially rejected.Suspended Deputy Commissioner of Police (DCP) Abba Kyari says he is not safe being in detention with members of the Indigenous People of Biafra (IPOB) and Eastern Security Network (ESN), who he described as criminals. Kyari disclosed this through his lawyer, Nureini Jimoh, while asking the Federal High Court in Abuja to review his bail application initially rejected. According to the documents which contained details of the suspended police officer’s argument, his life is at risk for sharing the same correctional facility with criminals that he put in jail, including IPOB/ESN members and terrorists. “At the centre, the applicants who were head and deputy head of the Intelligence Response Team of the Nigeria Police Force met stiff resistance, attack and open threats to the lives of the applicants by series head (sic) of criminal gang that they had busted. “There is no correctional centre that the criminals that have been arrested by the IRT under the headship of the applicant in furtherance of their constitutional and statutory duties as police officers cannot be found and there is a high likelihood of threat to the lives of the applicants.” This is not the first time Kyari would be attacking IPOB over his travails. He had while appearing before a probe panel led by Joseph Egbunike, the late Deputy Inspector-General of Police (DIG), claimed the group and its security wing, ESN, were after him due to the onslaught launched against them in the South-East. The Abuja court had in March ordered that Kyari be remanded at Kuje correctional centre pending the conclusion of his trial. He was arrested by the National Drug Law Enforcement Agency (NDLEA) on February 12 and was arraigned on March 7 over allegations of drug trafficking.https://saharareporters.com/2022/05/10/my-life-risk-sharing-same-detention-facility-ipob-members-terrorists-%E2%80%93-disgraced-%E2%80%98super",Abba Kyari: My life at Risk sharing same Detention with Criminals
512,They are burning businesses and churches in and around Sokoto.,Hausa People Have Started Again
513,BREAKING NEWS!!!  Sokoto Islamists youths invade Igbos Traders shops in Sokoto loots and destroying #igbo properties over Police arrest of two (2) Persons Behind Deborah Yakubu's Murder in Sokoto State... (Happening Now)Video of attack against Igbo dominated market in Sokoto- https://twitter.com/ilorinTecnician/status/1525480694985764865?t=kHjiWqgt_8H3fikibZJCAQ&s=19,Breaking: Igbo Owned Building Material Market Attack And Burn Down In Sokoto-pic
514,"Pre-Wedding Photos Of NBA President Olumide Akpata And His Bride, Osayamon OgbeborCheckout pre-wedding photos of NBA president Olumide Akpata and his bride, Osayamon OgbeborOlumide Akpata, the president of the Nigerian Bar Association, will on May 14th, walk down the aisle with his longtime girlfriend, Osayamon Ogbebor Michelle May, IgbereTV reports.The traditional wedding will hold this Saturday in Benin city, Edo State while the white wedding will hold on October 2nd, 2022, in Mauritius.From the influential Ogbebor Family of Bini Kingdom, Edo State, Michelle has a Master of Laws (LLM) degree from the Queen Mary University of London and a Bachelor of Laws degree (LL.B) from the University of Essex.She is currently a top executive and the Financial Markets Legal Adviser at the Central Securities Clearing System (CSCS) Plc, Nigeria’s Central Securities Depository (CSD), licenced to carry on the depository, clearing and settlement of all transactions in the Nigerian Capital Market.https://www.instagram.com/p/CdOgroeNGEO/?utm_source=ig_web_copy_link",Olumide Akpata & Osayamon Ogbebor Pre-Wedding Photos
515,"The apex socio-political organisation in the Southeast, the Ohanaeze Ndigbo, declared on Thursday, May 5, that no politician of Southeast extraction should accept to be running mate to any presidential candidate in 2023.President-General of Ohanaeze Ndigbo, Prof. George Obiozor made the declaration at the Imeobi Ohaneze Ndigbo meeting in Enugu.Obiozor said the clamour for Igbo to be elected president of Nigeria was morally and historically justifiable and a project to which every Igbo must commit“All the double dealings about zoning and rotation of power are orchestrated conspiracy to deprive the Southeast of the right to produce the president.“I encourage all the presidential aspirants from the zone to remain focused, tenacious and optimistic,’’ Obiozor said.He explained that the Political Action Committee (PAC) of the Ohanaeze Ndigbo would meet several eminent Nigerians to persuade them to appreciate why a politician of Southeast extraction should be elected as president of Nigeria.Obiozor lamented the weekly “sit-at-home’’ order observed on Mondays in the Southeast and said the Igbo are recording huge losses in incomes as a result of its observance.“Ndigbo has tried severally to persuade the youths to realise the consequences of their actions,’’ he noted.Among prominent lgbo leaders in attendance at the Imeobi were Chief Nnia Nwodo, the ninth President-General of Ohanaeze Ndigbo, Sen. Victor Umeh, Peter Umeadi, Allison Madueke, Chris Iwuanyanwu and Prof. Fred Eze.https://newsroundtheclock.com/ohanaeze-no-igbo-politician-should-run-as-vice-presidential-candidate-in-2023/",Ohanaeze: No Igbo Politician Should Run As Vice-presidential Candidate In 2023
516,"Atiku  has  denied  condemning the  killing ,claiming that  the  earlier  condemnation on  his  Twitter  handle  was  not  authorized  by  him So  that  should  tell  us  what to  expect  if  he  ever  becomes  President. One  does  not  need a  computer to  calculate that one",What  Will  Happen  When  A  Christian  Is  Lynched  Under  A  President Atiku
517,"These are the main tribes in each State of the Oil Rich South South.1. Edo State.This State have the Bini, Esan, Afenmai and Ijaw.Ijaw have 200 villages and settlements here.The Ijaws of Edo state border Delta State Ijaws and spread into different LGAs till across the whole Edo state and went as far as sharing borders with Arogbo Ijaws of Ondo State.2. Delta State.This State have Urhobo, Anioma(Delta Igbo) and Ijaw as the majority.This is why Ijaw have ruled the Delta South Senatorial District for straight 20 years because the two other main groups in the Senatorial districtIsoko and Itsekiri couldn't match their number so they've turned that Senatorial position to family something.3. Bayelsa State.Bayelsa is bigger than 10 Nigerian States.It has 550 villages and settlements.546 are under all Ijaw sociocultural organizations.The rest six Isoko camps are in the Bayelsa border with Isoko of Delta.4. Rivers State.Rivers state have 23 LGAs.Ijaw have 12 and the rests groups share the rests.Ikwerre have 3 and half.Ogoni have 4 LGA.These are the 3 largest in Rivers State.Ijaw, Ikwerre Ogoni. Ijaws have being the only Deputy Governors of Rivers since 23 years of Democracy. From one Ijaw to another.5. Akwa-Ibom State.Largest Ethnic groups are Ibibio, Annang, Oro and Obolo.Obolo are Ijaws.They are the ones that have the present IYC President and Ijaw National Affairs Commissioner.As the Ijaw National Congress INC of which is the apex Ijaw sociocultural organization came out and say Ijaw are for Ijaw Republic Oro people have been sending different petitions to the Ijaw Nation leadership saying they are also Obolo people and should be added to Ijaw Republic with their relations.They've been moving here and there concerning it.6 Cross River State.Efik is the largest tribe here.This State have over 17 tribes in it.The Ijaws were unjustly balkanized into six states of which are Ondo, Edo, Delta, Bayelsa Rivers and Akwa-Ibom States when all Ijaw areas are fully together and share perfect boundaries with each other.The area Ijaws occupy in the Niger Delta is as big as the 5 South East States (of which none of the South East State are homogeneous State)Only Egbema Clan have over 350 villages and settlements under it and Ijaw have 86 Clans.You see Ijaw everyday but they don't carry it on their head.They don't cross creeks to count all Ijaws and know Ijaw more they only do it by proxy.Ijaw is the tribe that deserve self determination most because it produces over 90 percent of all Nigeria's crude oil.All Nigeria's offshore oil are in Ijaw Nation territories apart from the one on Ijaw land because Ijaw are the ones mainly sharing borders with the ocean.If not for the balkanization of Ijaw many South South States would have been landlocked like South East States.Ijaw is a very very large tribe who are contented with little and always love home.They love staying in groups.",The Largest Tribes In The 6 South South States.
518,"Vice President, Professor Yemi Osinbajo on Thursday declared that his aspiration was necessitated by his commitment to offer himself for service to the people and the nation.Osinbajo said that among the presidential aspirants in the All Progressive Congress (APC), jostling to succeed President Muhammadu Buhari in 2023, he is the most experienced and prepared to be the next leader to address the myriad of challenges bedeviling the nation.Osinbajo said this at the palace of Ewi of Ado-Ekiti, Oba Rufus Adejugbe in Ado-Ekiti, the Ekiti state capital on Thursday, in continuation of his consultation with stakeholders and APC delegates across the country ahead of the primaries.According to him, his experience as the vice president and acting president has exposed him to the peculiarities and opportunities in the country, adding this has put him in a good stead to build on this and place the country on the pedestal of development.Osinbajo added that working under President Buhari whom he described as transparent and honest leader is one of the things that has prepared him for the bigger task in leading the nation in 2023He said, ” I want to say that my aspiration to be president of the country is one that is informed by first , the fact that God has given me the opportunity to offer myself for this country for the past seven years. For these years, I have served as vice president and acting president.” I have also worked under a very open and transparent President who has given me every opportunities to understand some of the issues and challenges that affect a country of a size and diversity like Nigeria.” So I have all these opportunities and I most say that having had those opportunities and when the time for people to put themselves forward to run as president, I believe it will be irresponsible of me after seven years, not join the race.” So, among the aspirants I am the most with the experience and knowledge at the federal level to do this job and we will hit the ground running from day one, God willing.” The time has come for me to put myself for the task ahead and I must add that my sole objective is to serve this country and the people, that is the reason why I am here in Ekiti to consult with the stakeholders and of course the party delegates.”He commended the traditional ruler for his fatherly advice and efforts at ensuring peace and stability in the community , noting that his visit to the palace was heartwarming and treasurable.Responding, Oba Adejugbe who eulogised the vice president for his contributions to the development of the country in the last seven years, disclosing that he has the needed qualities to be president.Ewi who prayed for him on his aspiration, said, ” the next president should remember the traditional institutions for critical roles in nation building rather than advisory or visitations during elections every four years.”https://www.vanguardngr.com/2022/05/2023-im-most-experienced-to-tackle-nations-myriad-problems-osinbajo/",2023: I’m Most Experienced To Tackle Nation’s Myriad Problems — Osinbajo
519,"See the cryptic statement below from Buhari's spokesman.When I shared the news of former President Jonathan joining our party, his uninformed supporters insulted me saying that can never happen even in the wildest dream. They should know that we know something they don’t know and not everything plan and execute on social media.https://mobile.twitter.com/BashirAhmaad/status/1524681715142246401",Jonathan: We Know Something They Don't Know - Bashir Ahmad
520,a ideology built around only him....look how confused ipob is today....,Who Would Have Guessed Lockin Up Cownunu Was The Solution....
521,"Some Muslim youths are planning a protest in Sokoto State to demand the release of two suspects arrested in connection with the gruesome murder of Deborah Yakubu, The PUNCH has learnt.Deborah, a Christian youth and 200-level Home Economics student of Shehu Shagari College of Education in Sokoto, was mauled and burnt to death for alleged blasphemy of Prophet Muhammad (SAW).In a notice circulating online, the youths agreed to meet at the Gawon Nama Roundabout by 9am.Two phone numbers were scribbled on the notice but the date of the meeting was not stated in the e-flyer written in Hausa.The translated version of the notice read, “We are calling on Muslims in Sokoto State to gather where there was a riot to save brethren in Islam that are battling the faith of Islam and upholding the respect of prophet of Allah S.A.W.”The Police Public Relations Officer in Sokoto, Sanusi Abubabar, confirmed the brewing protest in a telephone interview with The PUNCH on Saturday.“We are on top of the situation,” he told our correspondent, adding that the police authorities in Sokoto are in talks with leaders of thoughts and opinion moulders in the state.The police in Sokoto had confirmed the killing of Deborah by extremists on Thursday.“Students forcefully removed the victim from the security room where the school authorities hid her, killed her and burnt the building. The students banded together with miscreants and barricaded the Sokoto/Jega road,” the PPRO had said in a statement.“Two students were arrested in connection with the crime committed. The school has been closed down by the school authority, and policemen were deployed to give tight security coverage,” Abubakar had added.Many civil society groups and lawyers have condemned the murder of Deborah while some persons have defended the mob action.Sokoto, a state in Nigeria’s North-West has a more Muslim population than Christians and there have been cases of sectarian strife and religion-triggered extrajudicial killings.https://punchng.com/blasphemy-youths-plan-protest-in-sokoto-demand-release-of-suspects/?utm_medium=Social&utm_source=Twitter#Echobox=1652528015-1","[JUST IN] Blasphemy: Youths Plan Protest In Sokoto, Demand Release Of Suspects"
522,"Good morning all.We all know about the happening in Nigeria since the past few days, this incident has been a eye opener to many Nigerians especially the christians.Its a general belief that the Muslims are the majority in Nigeria, which I beg to disagree. Christians is the majority in Nigeria but the issue they have is they don't vote in unity in election unlike the Muslim fold that vote uniformly base on religion, region and directives from their imams, traditional and political elders. This is where the christians need to learn and vote in unity and uniformly.For example, in Nasarawa state, majority of the population are christians but a christian has never been the governor in that state because of disunity among the christians to vote a particular candidate.Few days ago, Abubakar Atiku deleted the post condemning the killing of Deborah Samuel in Sokoto, calling for the prosecution of the perpetrators, because he was threatened by the Muslim folds of their votes, he quickly ran to delete and denied authorizing the post. He has not condemn the said action. This mean three things: 1)  He prefered his presidential ambition than the life lost and he will surely play to the tune of the Muslims when he gets power.2) He has no regards for the christian community in Nigeria, his government which will never be will be worst than Buhari government in terms of bigotry and nepotism.3) He is selfish and not a true Leader.By this action, Abubakar Atiku have lost all the votes of the christians in Nigeria, let see how he will win the presidential election without the votes of christians. Any political party that field him will lost 2023 presidential election.Thank God, He has revealed who Abubakar Atiku really is and what he stands for.Christians, be wise.",Abubakar Atiku Has Lost 2023 Election
523,"This came from a Muslim, was this not blasphemous enough to attract death penalty or jungle justice?",This Came From A Muslim
524,*AKOBUNDU CAMPAIGN COUNCIL INAUGURATES WARD COORDINATORS* ���Read and Share https://cdanewsonline.com/akobundu-campaign-council-inaugurates-ward-coordinators-i/,Akobundu Campaign Council Inaugurates Ward Coordinators
525,"Northern muslims are known for Prostitution, Drugs, Violence, Child marriage, Almajiri(breeding children like rats and not caring for them), and now the world could see how they killed a young woman, they recorded it life, and those there were killer her were smiling and you would think they are going to wonderland and excited because they want to climb the mountainsChildren in the street are watching, which is child abuse. The other people in the street were acting like they just brought American president to their town, and what a beautiful scene to watchThis lady could be pregnant, they do not care, this lady is their classmate, someone they see everyday, and hear her voice, but still they felt no compassion throwing stones, like when children throw stones in the sky and feel happy it went up. If this is not Psychopathy, what is it?Pls read on PsychopathOnce again they tagged their behaviour Islam and defending the prophet. Their elders are fully in support of their actions, and member of Sokoto indigenes are jubiliating, right now, they are planning protest for arresting the killers of this lady. What religion have no Compassion except Psychopathy, its Simply satan worshiping, even Satan would have some emotions than these useless NorthernersMy question is who bear the brunt of their atrocities? We true MuslimsWe the true Muslims who actually do love holy prophet would have to watch member of the public for the next one week abusing the prophet, so many videos right now are circulating in mockery of the holy prophet and Muslims because of the satanic actions of Northerners that they tagged Islam. We will have to watch in PAINS, or how many people do you want to fight online?They wrote cancer law and tagged it Sharia law where they kill innocent people for expression of speech, even if someone abuse the prophet, why will you kill her? Is she using their mouth to abuse the holy prophet In ISLAM theres nothing like ""Blasphemy Punishment"", this was coined from the BIBLE by some Early Salafy and Sunni Muslim who were Christians and Jews and brought to IslamThe Quran clearly go against Punishment for Blasphemy and Allah sw made us known it is normal for prophets to be abused and ridiculed, and the Prophet in his lifetime was insulted, abused, mocked and he never told people to hurt anyone for it. Our holy prophet is better than any human being, so if you have compassion for the lady, do you think the holy prophet who is better than you, wont have compassion for the lady?Our real enemies are the Senseless Muslims in the North including SULTAN of Sokoto, who is a hypocrite. Northerners worship their Rich people and Leaders, all he had to do was publicly preach to thier senseless people to Not kill anyone for any reason, and this would end. All their Imams need to do is to Preach in their Mosque that No one should Kill anyone for any reason including mocking the prophet and this would stopBut they continue to preach that anyone that insults the prophet would be killed, thus people continue to take law into their handsThese people killing are animals, and thus they don't even understand why they should not kill, asking them to be arrested, is like asking a lion that killed a human being to be arrested, tomorrow some other set of animals will kill another human being and it will continue like thatStop fighting and trying to defend Islam, who you should face are the BAD MUSLIMS. The prophet won a lot of people to Islam with his behaviour, that is simple psychology. People will listen to your cued,actions more than your words, if you want people to believe Islam is peaceful, you need to show peace and be a good example, arguing with people that Islam means Peace when some idiots killed a human being for insulting prophet is like pouring water in a basket. Let our RAGE and ANGER go to MUSLIM IMAMS, ELDERS in the NORTH, not naira land teenagers",Any MUSLIM Defending NORTHERNERS Is  DUMB
526,I have decided to withdraw my Speaking commitment to @NigBarAssoc for its event holding in Sokoto. I was billed to speak from abroad via Zoom but even now will no longer do so.NBA should seize this moment to reflect on how relevant its actions are in a troubled democracy.✍�This would have been my session at the @NigBarAssoc conference in Sokoto: I shall no longer participate. NBA owes citizens like #DeborahSamuel #EuniceOlawale #BridgetAgbaheme the judicial activism to enforce Justice. It is not late. Start now @OlumideAkpata . Thank you.✍� https://twitter.com/obyezeks/status/1525085681336336384?s=19,Deborah Samuel: Oby Ezekwesili Withdraws From NBA Event In Sokoto
527," https://www.youtube.com/watch?v=y7HbXOuZGIMGroup Expansion of airport motorway to strengthen the capital city of AbujaThe vision defined in 1976 for the Nigerian capital Abuja still forms the framework for the urban development that Julius Berger has been helping to shape for over 30.The volume of traffic in Abuja has risen dramatically in recent years, so that the expansion and new construction of the major road link between the capital city of Abuja and its international airport was considered essential for Abuja as the Nigerian capital. Julius Berger was thus commissioned to undertake the construction and extension of the existing motorway to the airport.The contract for a 26.5 km long section starting at ""City Gate"" and ending at ""Bill Clinton Drive"" included the extension of the existing connection to the airport from two to three lanes as well as the construction of a new parallel two-lane expressway in each direction. The connection of the new two-lane expressway to the extended 3-lane motorway is provided by connecting roads. In addition, river bridges, pedestrian bridges, flyovers and underpass bridges as well as bus stations and turning facilities were planned and built.Future developments such as the Kukwaba National Park was taken into account and incorporated into the design and throughout the construction process, the daily traffic continued along the existing dual carriageway while Julius Berger constructed the three new lanes. Once the construction had been concluded, the traffic was diverted onto the new carriageway, in order to complete the refurbishment of the existing dual carriageway.Throughout the whole project, the safety of road users as well as Julius Berger staff was highly prioritized.Lalasticlala",Abuja Airport Road Superhighway: GEJ's Unmatchable Imprint: Pictures & Video
528,"Human rights lawyer and Senior Advocate of Nigeria, Femi Falana, has faulted the withdrawal of the resignation letter by the Minister of Labour and Productivity, Chris Ngige, describing it as “illegal and unconstitutional”.The PUNCH reports that Ngige pulled out of the 2023 presidential race to retain his ministerial seat.The former governor of Anambra State and member of the All Progressives Congress made his withdrawal known in a statement on Friday.“Having also consulted widely with my family, constituents, supporters, and well-wishers, it is my pleasure to announce the withdrawal of my interest and earlier decision to contest the office of the President in the 2023 general elections.“As a result of this, will NOT be participating in any of the internal party processes of the said election, starting with the primary. I took this momentous decision firstly in the overall interest of the nation, in order to enable me to concentrate on my job, and assist the President and the Government, during the difficult last lap in the life of the administration, and secondly for other family reasons.“I have since communicated this decision to the President and the Secretary to the Government of the Federation,” he stated in a statement.But reacting to the development in a statement on Friday, Falana said such withdrawal from Ngige and reported withdrawal of the Attorney-General and Minister of Justice, Abubakar Malami, SAN, was illegal. According to him, the withdrawal constitutes a gross contravention of section 306 (2) of the Constitution.In a statement titled, ‘Withdrawal of resignation letters by former Ministers is illegal’,  he said, “Having resigned from the President, Major General Muhammadu Buhari (retd.)’s  administration, Mr. Abubakar Malami, SAN, and Dr. Chris Ngige were reported to have withdrawn their letters of resignation after the farewell meeting.“Such withdrawal is illegal as it constitutes a gross contravention of section 306 (2) of the Constitution which stipulates that “The resignation of any person from any office established by this Constitution shall take effect when the writing signifying the resignation is received by the authority or person to whom it is addressed or by any person authorised by that authority or person to receive it.”“Since the resignation of the former Ministers has taken effect, they cannot return to the cabinet either on their own volition or on the directive of the President. The resignation of the Ministers is not a cabinet reshuffle. It is akin to the removal of the former Ministers by the President.“Therefore, if the former Ministers are going to be reappointed, the President is required by section 147 of the Constitution to submit names to the Senate for fresh screening and confirmation.”Source: https://punchng.com/Why-Ngige-other-ministers-cant-withdraw-resignation-SAN","Falana: Why Ngige, Other Ministers Can’t Withdraw Resignation"
529,their are many in the world that dont care about football and you are busy talkin about curse....you africans no well atall....,Africans Talkin About Curse In A Ridicoulous Sport....
530,"I will bring news of every state that is part of DAWN COMMISSION to this thread. The news section will include sports, politics and others while what i call developments is anything that take us closer to becoming modernized(to building modern cities and at large Region) and all and not your regular mediocrity. I won't bring news of few km open gutter road news here. And most news i will bring here are such that matters to all of the members of Western Nigeria. You can do well to use the ""follow topic"" option.",Western Nigeria Development And News Thread
531,Translation of what Deborah said and I can't see any where she made mentioned Mohammed or Allah. So my question is how did she commit blasphemy she was accused of?,Deborah' Exact Statement
532,"2023: Group Drums Support for Mayowa Akinfolarin, Hails his Sterling PerformanceThe Ondo South Unity Group (OSUG) has adopted  Hon. Mayowa Akinfolarin as its candidate for the Ondo South Senatorial district election.The group through a communique issued by its spokesperson, Mr. Lawal Adeyemi on the 14th of May, 2023 revealed that after due consultation with major stakeholders in the Senatorial district and party, Hon. Mayowa Akinfolarin is the best candidate to represent the people of the Senatorial district at the Red Chamber come 2023.According to the communique issued by the group,  Hon. Mayowa Akinfolarin, Federal Representative representing Ileoluji Okeigbo/Odigbo constituency in the 9th National Assembly over the years, has etched for himself a credible name and profile.""""His trajectory reads of a man who makes the difference whenever he is given the opportunity to represent the people. Currently representing Ile-Oluji Oke-Igbo/Odigbo Federal Constituency for the second term, he also seeks to represent the good people of Ondo South Senatorial District come 2023 at the Red Chamber.""The group also stated that Hon. Mayowa Akinfolarin is the best option to lead the Region because he comes to the race as a highly experienced political figure, one with a good and brilliant track record, and his emergence in the Senatorial district will no doubt see to a positive change in the narrative in the region.The group also stated that the sterling performance of the Lawmaker as the representative of Ile-Oluji Oke-Igbo/ Odigbo Federal Constituency at the Green Chamber, makes him a worthy candidate to represent the Senatorial district.According to the communique,"" Among the numerous laudable strides attributed to the unique lawmaker is the construction of various boreholes in strategic areas of his constituency. This was done by him to ensure that he addresses the lingering case of water scarcity among his people. ""The lawmakers also ensured the distribution of the fund’s provision allocated in the 2018 budget for empowerment items to some selected beneficiaries in the constituents. Adding to this, he has successfully completed the building of various classrooms in his constituency to ensure the increase in the drive to achieve quality education in his constituency. The Federal Polytechnic, Ile-Oluji, Ondo State, will never for a long time forget the amazing contribution of the Federal Lawmaker as he donated a lecture building to the Federal Institution.""According to Mr. Lawal, if Hon. Mayowa Akinfolarin was able to achieve this more while serving in the Green Chamber, the people should be rest assured that he would do better if given the opportunity to represent them at the Red Chamber come 2023.","2023: Group Drums Support For Mayowa Akinfolarin, Hails His Sterling Performance"
533,"CAR STOLEN AT APC OFFICE.Festus A Light Green Toyota camry 2002 model belonging to a staunch supporter ally of Barr Ugochukwu Agballa, has been stolen.Information reaching us said, the vehicle was stolen inside the premises of party's Zonal office  located at No 80 Nza Street, Indepence Layout Enugu around 5;15pm on Saturday, after the owner, Hon Sunday Eshiokwu parked it and went for a crucial meeting.It was gathered that the security agents inside the premises where the car was stolen, were dumbfounded as they couldn't give an account of what happened.Speaking with newsmen, the victim, who was the immediate past APC Local Government Chairman Of Enugu North Local Government, Hon Sunday Eshiokwu stated that he was very perplexed to the brim...Details later",Car Stolen Inside Apc Office.
